Deal ID,CID,Miner ID,Filename,Size (bytes),Date stored (UTC),Piece CID,Price per epoch,Start epoch,Activation Epoch,Duration,Wallet,Deal state
1413825,QmakWcRykb4rwRVjvMY52xgPjEiHfJs6hu1pJeEFNAGshc,f079817,deplatformr-open-images-447.tar,1065353216,2020-12-04 16:51:23,baga6ea4seaqhzingphutwhlw4tucjuywh6sdvfkjhx6q57ew5bksrcgexd2aiei,10000000000,300282,293114,523360,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413813,QmbzKn4xZeAzr99qbK2HWmD9CbUrEUzdcLonga9j5dpkNB,f079817,deplatformr-open-images-446.tar,1065353216,2020-12-04 16:50:19,baga6ea4seaqbqrv44fgjd7tfyf3zqp3fcberrnvgrejekmwkxhvvt3k3fohykli,10000000000,300280,293114,523362,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413792,QmeWky8dE2BnyK5tiFcVuWvnioTjAtEf97f4s38VX5RyAe,f089840,deplatformr-open-images-450.tar,1065353216,2020-12-04 16:07:21,baga6ea4seaqbk2jpspfetjfafu6x44t42rp3wada447rox6oi346j47ahwtjmjq,500000000,300284,293042,522875,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413812,QmZgRCFJEBjHFbqzGeVHSM5S1zjB5b14XenPPbRzsMf3vj,f089840,deplatformr-open-images-448.tar,1065353216,2020-12-04 16:06:26,baga6ea4seaqpd44d7wbaoqfugkdirp6n5cxh2m62pj5dmem5zzceq4r4mpc2ypy,500000000,300282,293042,522877,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413811,QmakWcRykb4rwRVjvMY52xgPjEiHfJs6hu1pJeEFNAGshc,f089840,deplatformr-open-images-447.tar,1065353216,2020-12-04 16:06:23,baga6ea4seaqhzingphutwhlw4tucjuywh6sdvfkjhx6q57ew5bksrcgexd2aiei,500000000,300282,293042,522877,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413087,Qmf1axtq7u81dRRxWqscBaSFVQpeG153SQRrv6vTwEZat4,f089840,deplatformr-open-images-442.tar,1065353216,2020-12-04 16:05:28,baga6ea4seaqiamzauuofrq77icjz525y2d5runy6m3ci7uszcf5nw7ffqrxxyfy,500000000,300100,293042,523059,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413785,QmbzKn4xZeAzr99qbK2HWmD9CbUrEUzdcLonga9j5dpkNB,f089840,deplatformr-open-images-446.tar,1065353216,2020-12-04 16:05:19,baga6ea4seaqbqrv44fgjd7tfyf3zqp3fcberrnvgrejekmwkxhvvt3k3fohykli,500000000,300280,293042,522879,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413737,QmTJGqUEdhWjRXv5kv4BZc5LG3ovb28z17XfYCjLU1MHgR,f089840,deplatformr-open-images-444.tar,1065353216,2020-12-04 16:04:09,baga6ea4seaqgditrx5jaqfpf3j7w3tgpg2r3cl4w2js7qomm5db4ngp5ons2cly,500000000,300278,293042,522881,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410879,QmbCeghyRUPNeGdWgcPCQ9AGdm3SP6o342jxZ1rKVxhMSr,f067545,deplatformr-open-images-440.tar,1065353216,2020-12-04 14:20:39,baga6ea4seaqpve3u7wz6ubkiodj27mj6jz3rybwpvyy2kj6aziduumn5qsqochy,1000000000,297071,292811,522001,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410878,QmSH8twD4g9Gq4mN43sbmaN78sGmHSrHeT7ZgC3rhMt5Yf,f067545,deplatformr-open-images-438.tar,1065353216,2020-12-04 14:19:45,baga6ea4seaqeajhqvx2767s2jxmsmnvywqn6lyso3g572wwkd5vpjxenj7ag4ia,1000000000,297069,292811,522003,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410824,QmZodmcPtsF577FoANz1AXBpFTaw8QwziSTH1dmS43csMM,f067545,deplatformr-open-images-436.tar,1065353216,2020-12-04 14:18:47,baga6ea4seaqpktkwmelncnvq7au7hjv4q7ycpfcmw3a3nr5nrfmotjb5srijoja,1000000000,297067,292811,522005,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410825,QmNYG1UTBUxrMitThDYDgprsPKYhUHM3yzp4CGXmVVdhMo,f067545,deplatformr-open-images-434.tar,1065353216,2020-12-04 14:17:14,baga6ea4seaqox5bcq3dfapgaxrkthlyvgchp4z3r5rlcuskz4izevgnhlhh5oiy,1000000000,297064,292811,522008,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413782,QmZgRCFJEBjHFbqzGeVHSM5S1zjB5b14XenPPbRzsMf3vj,f079817,deplatformr-open-images-448.tar,1065353216,2020-12-04 12:51:26,baga6ea4seaqpd44d7wbaoqfugkdirp6n5cxh2m62pj5dmem5zzceq4r4mpc2ypy,10000000000,300282,292633,523360,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1412935,Qmf1axtq7u81dRRxWqscBaSFVQpeG153SQRrv6vTwEZat4,f079817,deplatformr-open-images-442.tar,1065353216,2020-12-04 12:50:28,baga6ea4seaqiamzauuofrq77icjz525y2d5runy6m3ci7uszcf5nw7ffqrxxyfy,10000000000,300100,292633,523542,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413768,Qmc16hRmm7Wkn4KAVMXGjxbRPUZtuugMVyaYjzFXupG76r,f079817,deplatformr-open-images-445.tar,1065353216,2020-12-04 12:49:50,baga6ea4seaqfmqfu5cpkd6ipjtmkhwzjsrykvo4aqyz3vyoeyldtgncn7mlvgey,10000000000,300279,292633,523363,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413725,QmTJGqUEdhWjRXv5kv4BZc5LG3ovb28z17XfYCjLU1MHgR,f079817,deplatformr-open-images-444.tar,1065353216,2020-12-04 12:49:09,baga6ea4seaqgditrx5jaqfpf3j7w3tgpg2r3cl4w2js7qomm5db4ngp5ons2cly,10000000000,300278,292633,523364,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413723,QmQh1hqLEGqBFJiG4p92FTkdDkRDmu9Aj5aYrAU3snmEAc,f079817,deplatformr-open-images-443.tar,1065353216,2020-12-04 12:48:22,baga6ea4seaqbg64a3cdrfgi66mw7sshqv5jsg6j3fhdojcgeoxmlb6hyeghdamy,10000000000,300276,292633,523366,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1413791,QmWC6o1GWvsLvt12ZJg7TCddc1P12N11mUmTreoe9aBFrC,f079817,deplatformr-open-images-449.tar,1065353216,2020-12-04 12:37:16,baga6ea4seaqmymvypmr36x5g6zig2b33ragtkkwd3lmblmmjvzhs4d3ovvy56ai,10000000000,300284,292633,523358,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410984,QmWCHKD3R6CaBgq3ynDqoySgG6rpd6FfkJTiNoPvhzawYy,f014768,deplatformr-open-images-437.tar,1065353216,2020-12-04 06:34:42,baga6ea4seaqpne5gcwc7vbgkhmsglyvfippkx7xgwe7625hcljg5cjlyjqosmga,5000000000,297069,291897,523047,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410983,QmZodmcPtsF577FoANz1AXBpFTaw8QwziSTH1dmS43csMM,f014768,deplatformr-open-images-436.tar,1065353216,2020-12-04 06:33:47,baga6ea4seaqpktkwmelncnvq7au7hjv4q7ycpfcmw3a3nr5nrfmotjb5srijoja,5000000000,297067,291897,523049,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410796,QmQLyFU119kZ9bCEHVr6wmiB2p2AgdefUsgWQXK2fXvG97,f089840,deplatformr-open-images-441.tar,1065353216,2020-12-03 23:06:26,baga6ea4seaqk42vatlsfrmrw3dke2tpbs3lg242c66gnchimo44j6wp7zvfgiia,500000000,297072,290985,523207,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410858,QmSH8twD4g9Gq4mN43sbmaN78sGmHSrHeT7ZgC3rhMt5Yf,f089840,deplatformr-open-images-438.tar,1065353216,2020-12-03 23:04:45,baga6ea4seaqeajhqvx2767s2jxmsmnvywqn6lyso3g572wwkd5vpjxenj7ag4ia,500000000,297069,290985,523210,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410870,QmRpALcLgVYvyurJqNR59WEyyA4wS1hDQYK4SQ48MaCqQR,f079817,deplatformr-open-images-432.tar,1065353216,2020-12-03 19:53:52,baga6ea4seaqpabshwzcrmt2fcumeii22kfg4crpsh4wwyaqps5mycociexhkija,10000000000,296957,290597,523805,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410864,QmQLyFU119kZ9bCEHVr6wmiB2p2AgdefUsgWQXK2fXvG97,f08240,deplatformr-open-images-441.tar,1065353216,2020-12-03 19:51:26,baga6ea4seaqk42vatlsfrmrw3dke2tpbs3lg242c66gnchimo44j6wp7zvfgiia,10000000000,297072,290596,521215,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410865,QmbCeghyRUPNeGdWgcPCQ9AGdm3SP6o342jxZ1rKVxhMSr,f08240,deplatformr-open-images-440.tar,1065353216,2020-12-03 19:50:38,baga6ea4seaqpve3u7wz6ubkiodj27mj6jz3rybwpvyy2kj6aziduumn5qsqochy,10000000000,297071,290596,521216,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410892,QmSH8twD4g9Gq4mN43sbmaN78sGmHSrHeT7ZgC3rhMt5Yf,f079817,deplatformr-open-images-438.tar,1065353216,2020-12-03 19:49:44,baga6ea4seaqeajhqvx2767s2jxmsmnvywqn6lyso3g572wwkd5vpjxenj7ag4ia,10000000000,297069,290597,523693,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410863,QmWCHKD3R6CaBgq3ynDqoySgG6rpd6FfkJTiNoPvhzawYy,f08240,deplatformr-open-images-437.tar,1065353216,2020-12-03 19:49:42,baga6ea4seaqpne5gcwc7vbgkhmsglyvfippkx7xgwe7625hcljg5cjlyjqosmga,10000000000,297069,290596,521218,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410887,Qmf2JNfZ1PzrEJ8JqTWqVM1t9BvxmdtXre4NvzAQZhPNjW,f079817,deplatformr-open-images-433.tar,1065353216,2020-12-03 19:46:59,baga6ea4seaqmio2qcejpd3ludr44zbfqv45zmnpdybvbt42xehfioi5zqsb3giq,10000000000,297063,290597,523699,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410982,Qmf2JNfZ1PzrEJ8JqTWqVM1t9BvxmdtXre4NvzAQZhPNjW,f014768,deplatformr-open-images-433.tar,1065353216,2020-12-03 16:46:59,baga6ea4seaqmio2qcejpd3ludr44zbfqv45zmnpdybvbt42xehfioi5zqsb3giq,5000000000,297063,290228,523053,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1410980,QmRpALcLgVYvyurJqNR59WEyyA4wS1hDQYK4SQ48MaCqQR,f014768,deplatformr-open-images-432.tar,1065353216,2020-12-03 16:38:52,baga6ea4seaqpabshwzcrmt2fcumeii22kfg4crpsh4wwyaqps5mycociexhkija,5000000000,296957,290228,523159,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383592,QmaY9fDDv1yRGTW4d4V2EzHBHNYpQ4BiwUKZbiK96kwneJ,f022352,deplatformr-open-images-329.tar,1065353216,2020-11-26 22:44:25,baga6ea4seaqfcca4rofhwsq6m4io3adl3z7efxudllxtvfxrmnqe7ucayrgnwka,100000000,277557,270779,522673,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383593,QmRZyY1YBt4roCAgkH751NyUgAnLRwWuPeMWoTRfe1UyDL,f022352,deplatformr-open-images-423.tar,1065353216,2020-11-26 22:43:50,baga6ea4seaqgdog3lzohulpcmmxct7giykog44hq2mfekymj2246jqdeh2ieqki,100000000,277527,270779,522703,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383642,QmTPeShc1kEnpQoqDMJYpBbpgpFEcBqzthY36We7FCifaJ,f022352,deplatformr-open-images-416.tar,1065353216,2020-11-26 22:43:44,baga6ea4seaqd3klt6xnveoetku2xu4gbhp6it4azqpihewiylydvfwuodydmsly,100000000,277587,270779,522643,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383638,QmefSRSaEXfSCiNMAp4Hj82766yQrs6PHvoLtd1o5RCvLT,f022352,deplatformr-open-images-222.tar,1065353216,2020-11-26 22:43:44,baga6ea4seaqc6lbfckgl2omyrust5ftwuyhdzv3iqadf76a4fshefnl7ur3j6fa,100000000,277587,270779,522643,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383637,QmT3i8PSeabf1LvVgqXY9RK4PPgRGcGCeHVC1QNvNrBpdR,f022352,deplatformr-open-images-415.tar,1065353216,2020-11-26 22:42:50,baga6ea4seaqmzl2gjoe2sr7xly2q6kxnq4jbq5atgsuznaomaof3obor6rhqkjq,100000000,277585,270779,522645,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383639,QmZMEArnrBz3zct5fqNkmk95HWffzo2nxZvvW4TYLzYQXt,f022352,deplatformr-open-images-319.tar,1065353216,2020-11-26 22:42:29,baga6ea4seaqobzrppvr6jakvkbdrf26lln7ghf4hjed67wtja6rhw2gsgqqqaoq,100000000,277524,270779,522706,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383629,QmQBdyu5ChZWfbcqFqWJzHjv1zfKy5j7Ats2zifCBkJHZ7,f022352,deplatformr-open-images-418.tar,1065353216,2020-11-26 22:41:23,baga6ea4seaqky75ju5iniynyizyooxwllu2zzlhxw6wojxoyormtddsj4nm6kky,100000000,277582,270779,522648,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383631,QmY7NysTW8AnprYQNuU3N8ZQYfj4uUcZP8vHwmUNRfvy87,f022352,deplatformr-open-images-217.tar,1065353216,2020-11-26 22:41:22,baga6ea4seaqdrz4hvhiglwkdjdttekzzm2wzih5gsdkjhvnvw3xksfmvt4swuli,100000000,277581,270779,522649,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383628,QmQt1Hpz31uMKsqS4xtUzNQTUwRTryvEL6CsPQEju47PQ2,f022352,deplatformr-open-images-320.tar,1065353216,2020-11-26 22:39:55,baga6ea4seaqglbrmdl4pd5sbpgyykxzkksaxwjgpv4ccchfj7uob7t57lkriigq,100000000,277579,270779,522651,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383623,QmQ3M1FMr2z5P4eXSz3eq5spsqaydM4SBkygxh3umiyTRv,f022352,deplatformr-open-images-347.tar,1065353216,2020-11-26 22:39:49,baga6ea4seaqnvekn5s44tr7nidju76jfwexms7ssk35m55x7faxwwavwoev5udy,100000000,277579,270779,522651,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383622,QmPy3jTYGfERbFLeTTryBWwi5MGno6aUKmtZGifrAUCPWE,f022352,deplatformr-open-images-355.tar,1065353216,2020-11-26 22:38:29,baga6ea4seaqgsviepp6lblwqosgkp5gm4kmi6wrjj5pgdmubgtclg3ksyg4emmq,100000000,277576,270779,522654,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383620,QmaFfatTBhuiL9boQJKuzaPrbuWAppECGZsb8D6azBcLrH,f022352,deplatformr-open-images-412.tar,1065353216,2020-11-26 22:37:29,baga6ea4seaqit4auatxzkx36k2di7ipdqweziw5zoheukeyydp4xj6of74efsgy,100000000,277574,270779,522656,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383619,QmSwT7K6Prh8nPZ2jatGJj5hQ6RkZuL5dBW777PwqaA8gF,f022352,deplatformr-open-images-424.tar,1065353216,2020-11-26 22:37:28,baga6ea4seaqbw4fm65tjxb5f7kxfzli54gnpidsrou3r4wduzqkya54y5xbh4ly,100000000,277574,270779,522656,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383618,QmUmvWgeqgJgbRRgFevFLQW5wf1HkSjqxkGHro1FfgSLYK,f022352,deplatformr-open-images-384.tar,1065353216,2020-11-26 22:36:13,baga6ea4seaqbyx35ixuezaxbfoihxerqltzgfs35fw4734aw77bz576cdwoa2oi,100000000,277572,270779,522658,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383612,QmZ1KN62eqBDxzLozQGgbDCvKPdeMRLs9e95n4m47g61o8,f022352,deplatformr-open-images-343.tar,1065353216,2020-11-26 22:36:13,baga6ea4seaqcqnrd262h4e3gr7gnesqjq6hjlee6ohmcieuhqlknaku6jl23cmq,100000000,277572,270779,522658,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383613,QmXHNC36RkUtRr29TZmE9AWDDXvCA5sRgyZWzUp8tw6fR2,f022352,deplatformr-open-images-245.tar,1065353216,2020-11-26 22:35:16,baga6ea4seaqocbzeuuqecrilhwbitvyeu5654hzsusiin3k6yv3xhij4xkolkiq,100000000,277570,270779,522660,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383624,QmQJWMGKrSGXuw5Y54mSdHURkmBWDM5cZkb7sMkMjesVQG,f022352,deplatformr-open-images-422.tar,1065353216,2020-11-26 22:35:15,baga6ea4seaqop3fmh43k5ewzmmdfdtlgzzpnkcmcqamvzvu5em6fvdty36vxana,100000000,277570,270779,522660,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383606,QmNpZiZu41mgLnhLZiqwzpzYWWJAu6KHn8qr3Cnq5cxhju,f022352,deplatformr-open-images-289.tar,1065353216,2020-11-26 22:33:46,baga6ea4seaqety6rpd6baguu4cjb6rdlkpyi7w5u7tgdkfffu6t2xynqvrjxici,100000000,277567,270779,522663,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383610,QmT59QgMdvPmCaQntvAh8UP548UuZoJbCm9MEEP4arfDG3,f022352,deplatformr-open-images-197.tar,1065353216,2020-11-26 22:33:44,baga6ea4seaqngpld6xcbkq2mha6qulzyhbxduqa2huddgwwa3rdsfak26spzuai,100000000,277567,270779,522663,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383599,QmbN7sN7PzbUDT9hTaMfJwwWkppmDfUeTPnYp4vdcSEVWJ,f022352,deplatformr-open-images-395.tar,1065353216,2020-11-26 22:32:27,baga6ea4seaqhq25w3qrj44wwdxfcwq4pm7uvkgejsxikg6m77rs2j3sg77f7ena,100000000,277564,270779,522666,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383604,QmdyAkdwJWtMqQ7AtNoVtbE26EY6LfWdDfH6S8p2hctVZw,f022352,deplatformr-open-images-376.tar,1065353216,2020-11-26 22:32:19,baga6ea4seaqdg5w5m2zoyeeb2wsns5m4xgdmzsrd3yfpqvojn5yahpruvk3giny,100000000,277564,270779,522666,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383595,QmcvVAFqU1SX5RNCK5FZKRqLLjK41gbGccMeopPJcit439,f022352,deplatformr-open-images-352.tar,1065353216,2020-11-26 22:31:44,baga6ea4seaqlgsb5kuyzgiovods2juano6kfgxddbald7ursbmwqgr4ryusw2ji,100000000,277563,270779,522667,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383609,QmSED9tEyhj3gjz3Ry1afCP4aoMXranjpBgYLLUDbyfdy5,f022352,deplatformr-open-images-403.tar,1065353216,2020-11-26 22:31:44,baga6ea4seaqnabor7d26auyz75uuplxnbylfpjvvco27xes7ewvneuw4pbnqyaq,100000000,277563,270779,522667,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383594,QmNt5wFu61AQvCsm2rginq9aL69XLu53wFFTfV2jNn4t4Y,f022352,deplatformr-open-images-380.tar,1065353216,2020-11-26 22:30:42,baga6ea4seaqkw64ksjhohgfjft6aeyw3azja3mrx2ykqkxdpeqpykn7zcfyluji,100000000,277561,270779,522669,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383640,QmeVA9w3rj88zYg2DBKVcwagsLw4oMHBbDrDYnq2hk7MnV,f022352,deplatformr-open-images-401.tar,1065353216,2020-11-26 22:30:40,baga6ea4seaqompbtcuedfag5gqhwsqwglf7me5iqjjshdfw47utp3ofqgwaoacy,100000000,277591,270779,522639,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383559,QmVWcY9Bgt1iNVSGwf8vsMymog8iBgxt67hwTMFW3WrS4D,f022352,deplatformr-open-images-426.tar,1065353216,2020-11-26 22:21:30,baga6ea4seaqoivzopiy7sqym4qgg7l3fok2j4gcgnokibm4chlrig2wywiupiei,100000000,277542,270732,522688,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383465,QmYpQDxXAui2jewijsgcMnvXJ1H9hGJSxaDDa8muLXZCCi,f022352,deplatformr-open-images-373.tar,1065353216,2020-11-26 22:20:54,baga6ea4seaqjupg5rocy6sjo7hhwirity4zz4yq5zxou5fepm2n5ijcu7b3aylq,100000000,277511,270732,522719,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383459,QmPrhJjLRECDHwQY7pHwHb26S5PirHxBuYKU57jZsZMhpH,f022352,deplatformr-open-images-321.tar,1065353216,2020-11-26 22:20:53,baga6ea4seaqnjhoyqnrg3tfdr7cyrdhhwdhacwak4ssyhsekzmskskbbbc3dski,100000000,277511,270732,522719,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383545,QmdFfMXGohupbw2s2HRa95LqqQaQArwnZJUuUSLV8rpWEd,f022352,deplatformr-open-images-350.tar,1065353216,2020-11-26 22:20:07,baga6ea4seaqdtjwhx24vik4uuftxmshjkz2jctcpvfsblbbz7k6m4m5tjkowwai,100000000,277540,270732,522690,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
1383549,QmVK6FGTVj5xxeNeXy5SdHFZXKCrs8g1GdFma3kRexX1Js,f022352,deplatformr-open-images-421.tar,1065353216,2020-11-26 22:19:52,baga6ea4seaqi6vlkd22fwvujrnddmonzrkn636kgy42yvjw253fksim6pb77mhy,100000000,277539,270732,522691,f3qne2hc6e6hoki2o47urwodci3546z2govz6zjachm3yeogj6rfqyoh2xticeuwwt7rk6yfbit7xvdiukt4tq,StorageDealActive
