Filename,CID,Job ID,Status,Created,Deal State,Deal Message,Piece CID,Miner
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqky75ju5iniynyizyooxwllu2zzlhxw6wojxoyormtddsj4nm6kky,f02665
deplatformr-open-images-204.tar,QmewoqVxRt15szzgM9Qxn7Ki1bMotXNxRktA4JERo2gbEe,868f8bf7-f352-419e-a7a3-aef247f9a8c2,JOB_STATUS_EXECUTING,2020-11-04 17:13:34
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcnonly63br5zjj5iwyukuwzzqj45hihmzrfklv6bqq3fjylgp4ki,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcnonly63br5zjj5iwyukuwzzqj45hihmzrfklv6bqq3fjylgp4ki,f022308
deplatformr-open-images-258.tar,QmXCS4ixSrA3ZkaUNpKShTrf45gDi4Wmh18ju4jpLooYkb,38d0c90a-a66d-4c93-b64c-2b119671e072,JOB_STATUS_EXECUTING,2020-11-21 22:19:24
,,,,,StorageDealError,deal failed: (State=11) error transferring data: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f02665
,,,,,StorageDealActive,,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f08403
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f02665
,,,,,StorageDealActive,,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f01276
,,,,,StorageDealActive,,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f022308
,,,,,StorageDealError,deal failed: (State=26) error transferring data: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f02665
,,,,,StorageDealActive,,baga6ea4seaqoh3eekz3i4etpnmn2udxu76nwvpnptjik4633ved5onxy7aq4yla,f022352
deplatformr-open-images-421.tar,QmVK6FGTVj5xxeNeXy5SdHFZXKCrs8g1GdFma3kRexX1Js,46fc5c8a-d333-4a06-afd6-986d4329e00f,JOB_STATUS_EXECUTING,2020-11-20 18:48:02
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqi6vlkd22fwvujrnddmonzrkn636kgy42yvjw253fksim6pb77mhy,f022308
,,,,,StorageDealActive,,baga6ea4seaqi6vlkd22fwvujrnddmonzrkn636kgy42yvjw253fksim6pb77mhy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqi6vlkd22fwvujrnddmonzrkn636kgy42yvjw253fksim6pb77mhy,f02665
deplatformr-open-images-351.tar,QmcstX4JDnBxEMEuqjZT3juoVy628ehG3VyPtoGG1N4f1N,6ecba937-ea8c-4138-9f4a-52b2114e4f85,JOB_STATUS_EXECUTING,2020-11-13 20:03:29
,,,,,StorageDealTransferring,,baga6ea4seaqbxmzmejzqv7uhth2veboccn6deobvw6ryenps45xaksubho6kaoq,f02665
,,,,,StorageDealActive,,baga6ea4seaqbxmzmejzqv7uhth2veboccn6deobvw6ryenps45xaksubho6kaoq,f022352
,,,,,StorageDealTransferring,,baga6ea4seaqbxmzmejzqv7uhth2veboccn6deobvw6ryenps45xaksubho6kaoq,f022308
deplatformr-open-images-290.tar,QmNmQHC7QMarwNgdSFY5Sxua3i6nWf8KfANDNpJoBBgJgH,92a0d253-d8c7-4162-a1dd-60634a278e3a,JOB_STATUS_EXECUTING,2020-11-10 18:59:16
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqp3ecsighuf6tial5mfk5dvb3alydazjq7phzzs4nf45tuyvobcba,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqp3ecsighuf6tial5mfk5dvb3alydazjq7phzzs4nf45tuyvobcba,f02665
deplatformr-open-images-372.tar,QmZjdus6XrRoXRP8t7M7zD1CNdbeZbBR14ptYiLYJaSNAQ,95f43bdb-dc16-4e6a-b371-8dd14f4e1106,JOB_STATUS_EXECUTING,2020-11-15 19:42:42
,,,,,StorageDealActive,,baga6ea4seaqkr6fntfytq5qjqeptjv6lvokvontrqcjnirqu57hozfvj6hlbwbq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkr6fntfytq5qjqeptjv6lvokvontrqcjnirqu57hozfvj6hlbwbq,f02665
deplatformr-open-images-339.tar,QmPDkFHcxs5uGNnUDCpsM1gfnZJuakEtkKW93KcsBattz7,a00ef3ea-c632-440c-bba8-e03db62a55d9,JOB_STATUS_EXECUTING,2020-11-13 01:13:14
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqkbsyuxew7ib6uwdeu2dr6365pzbjvqxuefydajb6xnfgvp3joadq,f022352
deplatformr-open-images-234.tar,QmWHbNX8mt7mqAWTmS1jWQtMAxo9SHcQyuW7jzdtH4tHwU,ce55a04f-526c-443b-ace2-f1e62493f233,JOB_STATUS_EXECUTING,2020-11-05 21:07:32
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 224109): client: failed to look up deal on chain: deal 1226359 not found,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f019824
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f022352
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f024015
,,,,,StorageDealActive,,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f042635
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f052767
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 224109): client: failed to look up deal on chain: deal 1226330 not found,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f029368
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 224109): client: failed to look up deal on chain: deal 1226342 not found,baga6ea4seaqcqlushyzz6vs5m3ci5ajec2qqvjxh2y5ybtpwicals5kqetr5cky,f030384
deplatformr-open-images-303.tar,QmVCDptSzdJW5u6WwMtAJDosAfZN3t4HfVETCzyuHPXR1e,3c5ce6b9-2ee0-4706-8df0-2363cd501077,JOB_STATUS_EXECUTING,2020-11-13 19:28:21
,,,,,StorageDealActive,,baga6ea4seaqay3jimlmkdh3dwguyq5a6cels32b24redw3xo7zd6j4uswtjdoaa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqay3jimlmkdh3dwguyq5a6cels32b24redw3xo7zd6j4uswtjdoaa,f022308
deplatformr-open-images-415.tar,QmT3i8PSeabf1LvVgqXY9RK4PPgRGcGCeHVC1QNvNrBpdR,6e1805e3-9036-4d8e-8132-bffa3c35ac23,JOB_STATUS_EXECUTING,2020-11-20 04:03:12
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmzl2gjoe2sr7xly2q6kxnq4jbq5atgsuznaomaof3obor6rhqkjq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmzl2gjoe2sr7xly2q6kxnq4jbq5atgsuznaomaof3obor6rhqkjq,f022308
,,,,,StorageDealActive,,baga6ea4seaqmzl2gjoe2sr7xly2q6kxnq4jbq5atgsuznaomaof3obor6rhqkjq,f022352
deplatformr-open-images-342.tar,QmTZhaoXxMFtKWHb2x5pSgcJFx4d5vywVTWydCqvohVg3Z,c14371ff-f073-4840-a179-618b63d4d309,JOB_STATUS_EXECUTING,2020-11-19 22:18:44
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbek3mzqa6mn5wojzngnjzzicbkmyfduieezjjjy655npnrd2huby,f022352
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqbek3mzqa6mn5wojzngnjzzicbkmyfduieezjjjy655npnrd2huby,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbek3mzqa6mn5wojzngnjzzicbkmyfduieezjjjy655npnrd2huby,f022308
deplatformr-open-images-226.tar,QmasHoX2dSGJSd6wZJjMHprrL16QZwaQ5ihpBe7HSUvGG1,f8220db2-9292-49aa-b459-e2cc3a4f3d7e,JOB_STATUS_EXECUTING,2020-11-19 22:18:35
,,,,,StorageDealActive,,baga6ea4seaqmcqf35ragxxjue577giyhlh6ztwrzykoive3wax3yamurjldlufq,f022352
,,,,,StorageDealSealing,,baga6ea4seaqmcqf35ragxxjue577giyhlh6ztwrzykoive3wax3yamurjldlufq,f02665
deplatformr-open-images-287.tar,QmW9Huwnt2C9fz2DEMtL1U3NUg7MGCSBqape6jua6jp6bS,13f50057-6299-401e-a454-2dd5a00f1ae9,JOB_STATUS_EXECUTING,2020-11-19 22:18:43
,,,,,StorageDealError,error reading Response message: stream reset,baga6ea4seaqfieeow5xxwyu43z5nxxm44wadq4lbsufeklizj2oq7wlbgzkxchy,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqfieeow5xxwyu43z5nxxm44wadq4lbsufeklizj2oq7wlbgzkxchy,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqfieeow5xxwyu43z5nxxm44wadq4lbsufeklizj2oq7wlbgzkxchy,f022352
deplatformr-open-images-391.tar,QmcBnwQ1WmQ3YTmVoXAFH8y7zxGDtyHC64HY3GXztXp4q9,5113ec28-41ba-4b96-9a40-866ace597293,JOB_STATUS_EXECUTING,2020-11-18 02:50:19
,,,,,StorageDealActive,,baga6ea4seaqfteqwdv4doo5ldb42fyfvmqeuxmus2r7axpsdkkmjcmi6opzpcki,f022352
,,,,,StorageDealTransferring,,baga6ea4seaqfteqwdv4doo5ldb42fyfvmqeuxmus2r7axpsdkkmjcmi6opzpcki,f02665
,,,,,StorageDealTransferring,,baga6ea4seaqfteqwdv4doo5ldb42fyfvmqeuxmus2r7axpsdkkmjcmi6opzpcki,f022308
deplatformr-open-images-405.tar,QmRmWmbRuwFcdAGeydiZdiofApjzK2YSVYFbWWST8cWjzR,99e48cfc-8ea5-46a5-a3f2-703103b88447,JOB_STATUS_EXECUTING,2020-11-19 19:37:30
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpb7hfvcqartyglgqhcy4g2v2b7mtizbedqisbpgdkezcqwpo54aa,f022308
deplatformr-open-images-302.tar,QmP6fj1JcyS8HTP6GrAXTzHibyUhtMqfpfUYAoe2crVt9F,c3922ad1-5c96-4157-a4f7-b1e5d286dd5b,JOB_STATUS_EXECUTING,2020-11-13 19:28:27
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqikw4ldqngxxm36nekf4lzbakqytlvn73oqgd2ezjlvuqt5rfbmeq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqikw4ldqngxxm36nekf4lzbakqytlvn73oqgd2ezjlvuqt5rfbmeq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqikw4ldqngxxm36nekf4lzbakqytlvn73oqgd2ezjlvuqt5rfbmeq,f022308
deplatformr-open-images-425.tar,QmQekRbRYjh412HaBsV7Qgr5QM7boXrFW7eKRiu2ZxseZ7,c4945ddb-b74d-4641-8dcd-06b1591fa340,JOB_STATUS_EXECUTING,2020-11-20 18:48:46
,,,,,StorageDealTransferring,,baga6ea4seaqezjt7nsgpjh6oqlmwsof63n5wkk65qu2t7omujpvcxcx7gl2oumq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqezjt7nsgpjh6oqlmwsof63n5wkk65qu2t7omujpvcxcx7gl2oumq,f022308
deplatformr-open-images-369.tar,QmQNccE7imZx6bcshrdw5cPGxudTMBtk3uQZQr9xyUQjjZ,d7a6987f-3f9f-4477-ad8f-4ec74d9ced24,JOB_STATUS_EXECUTING,2020-11-15 04:05:44
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqj22rdnecza7hvkj2dmqonckibb4cuqy4lsa2hnvmjoicjpvgioka,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqj22rdnecza7hvkj2dmqonckibb4cuqy4lsa2hnvmjoicjpvgioka,f022308
deplatformr-open-images-140.tar,QmTPNdW7UDTtRsv96LQqMhY7GoJMW39Ugfyxu63ApTq1o4,d8b4f932-e496-4613-acfe-015bb8cd0190,JOB_STATUS_EXECUTING,2020-11-19 22:18:41
,,,,,StorageDealActive,,baga6ea4seaqbt4mbpf7r2f2odrgtku4ijj3bjwbcdepij5tkqcngephe7q37shy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbt4mbpf7r2f2odrgtku4ijj3bjwbcdepij5tkqcngephe7q37shy,f022308
deplatformr-open-images-367.tar,QmTL4zSRubccBiFJzAkQGuA8EzgPhVhSWLphNG1bNT8Yde,bb9b9f32-4002-4cfe-b213-e9a2c32906c3,JOB_STATUS_EXECUTING,2020-11-26 01:36:58
deplatformr-open-images-408.tar,QmdVzrzyArkWqi3zANWWw4tpKBG8iBMZDDLYmmNKSPUk7M,1f1829ef-065e-413a-bd0f-645e178457a3,JOB_STATUS_EXECUTING,2020-11-19 19:38:05
,,,,,StorageDealActive,,baga6ea4seaqdls7zc6oqih47jfgd6orruucxvlwkpjqsigm3cmggr46nx3hbecq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdls7zc6oqih47jfgd6orruucxvlwkpjqsigm3cmggr46nx3hbecq,f022308
deplatformr-open-images-286.tar,QmPTpqgybVctWdvxLP6VJP82bSfzz3hAh68zxeU9YU6npA,3b84a9e2-c826-4b38-8144-9262665e8544,JOB_STATUS_EXECUTING,2020-11-10 18:58:09
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqeqo7wx4pluhcnbgvh3yjyrv4evdgq26wlu3oxxfoe5kqspqdmaha,f022352
deplatformr-open-images-201.tar,QmTPCXFpvaTzDZZps27ihw4X4c2YkuVQVyHiNdMtwSX3YM,4d731625-eed0-4007-a633-6bfc2ac19818,JOB_STATUS_EXECUTING,2020-11-09 22:10:34
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqntmvj4krhmzu253ygeif4ke4v3inpgm7stqxhbtbzai5mta3z4ay,f022308
,,,,,StorageDealActive,,baga6ea4seaqntmvj4krhmzu253ygeif4ke4v3inpgm7stqxhbtbzai5mta3z4ay,f022352
deplatformr-open-images-393.tar,QmRvCncVEMcjd3E26W7XFYPvtMqkmYxT8LtwXWZQBFDQpU,e380e91f-d3ac-4243-b56d-cdf665b51a06,JOB_STATUS_EXECUTING,2020-11-18 02:51:02
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqh5gm7avltqvftntaakzazyhrvghyzfkxg22p3s3la2gdj3epwkby,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqh5gm7avltqvftntaakzazyhrvghyzfkxg22p3s3la2gdj3epwkby,f022352
deplatformr-open-images-281.tar,QmYLkx94no1x3Wsi9tgRWM7q8oGdZs3A63mzXqD9wr2gPy,ebd7a9ba-bf10-4fa8-934c-dead27dbe834,JOB_STATUS_EXECUTING,2020-11-10 18:56:52
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f022853
,,,,,StorageDealActive,,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f02665
,,,,,StorageDealActive,,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f022308
,,,,,StorageDealActive,,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f022352
,,,,,StorageDealActive,,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqh7u6oyctjyj3bn3gf7iapu6w35auktjcf25hk6pgrfuafrxjhuby,f024015
deplatformr-open-images-217.tar,QmY7NysTW8AnprYQNuU3N8ZQYfj4uUcZP8vHwmUNRfvy87,f431ff10-7218-46d1-87dd-00ede7ec4f89,JOB_STATUS_EXECUTING,2020-11-04 20:40:05
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdrz4hvhiglwkdjdttekzzm2wzih5gsdkjhvnvw3xksfmvt4swuli,f02665
,,,,,StorageDealActive,,baga6ea4seaqdrz4hvhiglwkdjdttekzzm2wzih5gsdkjhvnvw3xksfmvt4swuli,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdrz4hvhiglwkdjdttekzzm2wzih5gsdkjhvnvw3xksfmvt4swuli,f022308
deplatformr-open-images-365.tar,QmUrj233ZPX5bKVPUMyqrHMcPHx2ogVt3cjNZBrnmCWL4c,a4141986-1b76-49b3-b64a-65a8f8810dbd,JOB_STATUS_EXECUTING,2020-11-26 01:36:19
deplatformr-open-images-316.tar,QmXbJJhPf7xuygo72siYQd8w9Re11wzojk8Ahs7M9rTiEu,0e327b6e-bd47-4add-8252-7d759de94285,JOB_STATUS_EXECUTING,2020-11-13 19:28:05
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqadkamkbhptyzag2n44paebhvmaiklmg5nvacvt3xxyukyio4symq,f022308
,,,,,StorageDealActive,,baga6ea4seaqadkamkbhptyzag2n44paebhvmaiklmg5nvacvt3xxyukyio4symq,f022352
deplatformr-open-images-322.tar,QmULjqQWJ76JPFrjD688MWGW6rgcarqnUT3SBfLpoq5sR1,1ff282fb-e40c-4062-b84e-aef2dc712330,JOB_STATUS_EXECUTING,2020-11-13 19:28:26
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqco7sok3xntl5ycfkpe3tcmuimgpn3d7olu5ps3eueby4onjliyhq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqco7sok3xntl5ycfkpe3tcmuimgpn3d7olu5ps3eueby4onjliyhq,f022308
,,,,,StorageDealActive,,baga6ea4seaqco7sok3xntl5ycfkpe3tcmuimgpn3d7olu5ps3eueby4onjliyhq,f022352
deplatformr-open-images-320.tar,QmQt1Hpz31uMKsqS4xtUzNQTUwRTryvEL6CsPQEju47PQ2,3511d002-2919-41b7-bead-c3f57298b630,JOB_STATUS_EXECUTING,2020-11-13 19:28:25
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqglbrmdl4pd5sbpgyykxzkksaxwjgpv4ccchfj7uob7t57lkriigq,f02665
,,,,,StorageDealActive,,baga6ea4seaqglbrmdl4pd5sbpgyykxzkksaxwjgpv4ccchfj7uob7t57lkriigq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqglbrmdl4pd5sbpgyykxzkksaxwjgpv4ccchfj7uob7t57lkriigq,f022308
deplatformr-open-images-362.tar,QmPiFGEzvoJRLz2R3EpiCyLUoFTZxbT6p1JRtDB1WmFzt7,36c82b65-7fbc-421c-9415-95282b30af4d,JOB_STATUS_EXECUTING,2020-11-15 04:03:27
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnkurmedicygvsebgrgvsyns3bgfuumgmbbqrgfnjwei667hbq2cq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnkurmedicygvsebgrgvsyns3bgfuumgmbbqrgfnjwei667hbq2cq,f022352
deplatformr-open-images-136.tar,QmPbxtQ6W56Pcr5rzq96boUnanVX5QrqzaWJAhzGMWY8Tr,b6506818-e32b-4b04-9725-ee8d7c2f0657,JOB_STATUS_EXECUTING,2020-10-29 04:03:19
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqaemoxeyyinuvof76tx7l55yjznddog2pi6f75xmirrhpjpjl6qfq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqaemoxeyyinuvof76tx7l55yjznddog2pi6f75xmirrhpjpjl6qfq,f022308
deplatformr-open-images-299.tar,QmawwbSYFdNDJW4MMMudN3ADCWqeykDgGXmakdnhCewcc9,f8223f3f-bae9-4117-a4dc-59151d86523c,JOB_STATUS_EXECUTING,2020-11-11 03:26:40
,,,,,StorageDealActive,,baga6ea4seaqafhtkfzm7rmjynfkypcj3s7ery7yc2ybi4vxswcii5mdoamoeudq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqafhtkfzm7rmjynfkypcj3s7ery7yc2ybi4vxswcii5mdoamoeudq,f022308
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqafhtkfzm7rmjynfkypcj3s7ery7yc2ybi4vxswcii5mdoamoeudq,f02665
deplatformr-open-images-301.tar,QmdUPvQ8kF5S892AdrdvGRQuWtcbN4xkvHKdXLgrnFjnmt,1b27d1ba-fafe-4a0a-bfd3-94b8711ae0f4,JOB_STATUS_EXECUTING,2020-11-14 19:34:52
,,,,,StorageDealActive,,baga6ea4seaqaymmy3fbby24fymflj4nmonxmzmrwal7qnbmqe4cdnaexh5gtinq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqaymmy3fbby24fymflj4nmonxmzmrwal7qnbmqe4cdnaexh5gtinq,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqaymmy3fbby24fymflj4nmonxmzmrwal7qnbmqe4cdnaexh5gtinq,f022308
deplatformr-open-images-180.tar,QmQdxQ98Nmw51Ey7hQ1sPmrnrFDkPz2w2piGe943rbVRyf,396ffb84-4ab7-4761-87ef-166117414958,JOB_STATUS_EXECUTING,2020-11-19 22:18:30
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffjbwtg5w4kpygwpjtmaipap2jxa4vaeigj33blmq3vzvwlg6agy,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffjbwtg5w4kpygwpjtmaipap2jxa4vaeigj33blmq3vzvwlg6agy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffjbwtg5w4kpygwpjtmaipap2jxa4vaeigj33blmq3vzvwlg6agy,f022308
deplatformr-open-images-317.tar,QmbTHr4vQfFCxVYBXhXC5Sog7GVmybrGGjhcNTamN9Rsjn,3d1c2bbf-7166-4bec-b9d9-5e9eb8e8a1be,JOB_STATUS_EXECUTING,2020-11-13 19:28:26
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqi3tmpgepvr67f6bwynq26bw3fz24nxpiqwb35pjjeo3aghqzf4aa,f022308
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: protocol not supported",baga6ea4seaqi3tmpgepvr67f6bwynq26bw3fz24nxpiqwb35pjjeo3aghqzf4aa,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqi3tmpgepvr67f6bwynq26bw3fz24nxpiqwb35pjjeo3aghqzf4aa,f022352
deplatformr-open-images-294.tar,QmQUmarmDP2xwEkpwknNCE1Z9DiCEmUEByBk8qjXjrRxza,817205bf-0a75-41d9-830d-c4a372ac9619,JOB_STATUS_EXECUTING,2020-11-14 19:34:06
,,,,,StorageDealActive,,baga6ea4seaqnx4imrkqsfmvobe66vpzxcqnw5cy4i5welqxixywiaxlml6n4gii,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnx4imrkqsfmvobe66vpzxcqnw5cy4i5welqxixywiaxlml6n4gii,f022308
deplatformr-open-images-430.tar,QmXjpQVtGKPKThMWPGhcsqC5997KzZUzWScZepf8yacqkb,8f1c2f4b-3982-4e27-8109-61105ccb6dd8,JOB_STATUS_EXECUTING,2020-11-20 18:49:50
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkamrc7oihzwjuuympe5puwpvb5bfjx3zvmfksdvu3qaw5mfhseda,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkamrc7oihzwjuuympe5puwpvb5bfjx3zvmfksdvu3qaw5mfhseda,f02665
,,,,,StorageDealActive,,baga6ea4seaqkamrc7oihzwjuuympe5puwpvb5bfjx3zvmfksdvu3qaw5mfhseda,f022352
deplatformr-open-images-422.tar,QmQJWMGKrSGXuw5Y54mSdHURkmBWDM5cZkb7sMkMjesVQG,1f777e89-6af0-40d9-a7da-366dbb8c567c,JOB_STATUS_EXECUTING,2020-11-20 18:48:13
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqop3fmh43k5ewzmmdfdtlgzzpnkcmcqamvzvu5em6fvdty36vxana,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqop3fmh43k5ewzmmdfdtlgzzpnkcmcqamvzvu5em6fvdty36vxana,f02665
,,,,,StorageDealActive,,baga6ea4seaqop3fmh43k5ewzmmdfdtlgzzpnkcmcqamvzvu5em6fvdty36vxana,f022352
deplatformr-open-images-212.tar,QmV6E3u3A3U27QgwqHAGu5V335q3fVgjBfV18jCuPTBSf1,57322f54-4e14-44d5-a23f-63e67613c8a1,JOB_STATUS_EXECUTING,2020-11-19 22:18:31
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqf5bxlv44cb2fuzfronyigxxrmalwj5hun6da3c7qd7iqerumxkci,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqf5bxlv44cb2fuzfronyigxxrmalwj5hun6da3c7qd7iqerumxkci,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqf5bxlv44cb2fuzfronyigxxrmalwj5hun6da3c7qd7iqerumxkci,f022308
deplatformr-open-images-267.tar,QmVQKtUeuL2toKU8ze6PKqoy312sAgwEPgdeo2CNtivKxr,66918306-8304-4f4b-a31a-7d3e9a7afb5d,JOB_STATUS_EXECUTING,2020-11-10 03:07:13
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqdivpiogvsp2yitw3w636bjbhaf6udvu27rfbrelfrfoue3vqu4la,f022308
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqdivpiogvsp2yitw3w636bjbhaf6udvu27rfbrelfrfoue3vqu4la,f02665
deplatformr-open-images-361.tar,QmZjFpeaR9PH6NUin5KWQrPFYfeY8M8p4k5ncPeF9s2Fxi,7c687f72-cca6-4561-a3be-c0e95863338e,JOB_STATUS_EXECUTING,2020-11-15 04:03:10
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlr6kyokvxdb7qfizfxljol5dv3jnxz55plqa6npmq22kqng272ba,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlr6kyokvxdb7qfizfxljol5dv3jnxz55plqa6npmq22kqng272ba,f02665
,,,,,StorageDealActive,,baga6ea4seaqlr6kyokvxdb7qfizfxljol5dv3jnxz55plqa6npmq22kqng272ba,f022352
deplatformr-open-images-428.tar,QmT7hoJWMTJR9SexpCFFuT182w87PFwdApuwt9FCisG4hK,d7fcd621-c0c5-4836-8426-aafda33074e9,JOB_STATUS_EXECUTING,2020-11-20 18:49:27
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhnshrbv3dqnacw7mhfvum6ovxk7ggj6ebex7uf3uq5ydqniz3qhi,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhnshrbv3dqnacw7mhfvum6ovxk7ggj6ebex7uf3uq5ydqniz3qhi,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhnshrbv3dqnacw7mhfvum6ovxk7ggj6ebex7uf3uq5ydqniz3qhi,f022352
