Filename,CID,Job ID,Status,Created,Deal State,Deal Message,Piece CID,Miner
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 224109): client: failed to look up deal on chain: deal 1225740 not found,baga6ea4seaqg7npp4zmcleykult5lgxvvxlybewnjdapyncap52euqvvp4o3mcy,f030384
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqg7npp4zmcleykult5lgxvvxlybewnjdapyncap52euqvvp4o3mcy,f022308
,,,,,StorageDealError,deal failed: (State=26) error activating deal: failed to set up called handler: called check error (h: 209940): failed to look up deal on chain: deal 1225747 not found,baga6ea4seaqg7npp4zmcleykult5lgxvvxlybewnjdapyncap52euqvvp4o3mcy,f024015
deplatformr-open-images-321.tar,QmPrhJjLRECDHwQY7pHwHb26S5PirHxBuYKU57jZsZMhpH,1e294611-7dac-439d-aef9-a3bc91fe7614,JOB_STATUS_EXECUTING,2020-11-13 19:28:19
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqnjhoyqnrg3tfdr7cyrdhhwdhacwak4ssyhsekzmskskbbbc3dski,f02665
,,,,,StorageDealTransferring,,baga6ea4seaqnjhoyqnrg3tfdr7cyrdhhwdhacwak4ssyhsekzmskskbbbc3dski,f022308
,,,,,StorageDealActive,,baga6ea4seaqnjhoyqnrg3tfdr7cyrdhhwdhacwak4ssyhsekzmskskbbbc3dski,f022352
deplatformr-open-images-197.tar,QmT59QgMdvPmCaQntvAh8UP548UuZoJbCm9MEEP4arfDG3,2270ba5d-e7e7-420a-8608-d02fd404d753,JOB_STATUS_EXECUTING,2020-11-19 22:18:30
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqngpld6xcbkq2mha6qulzyhbxduqa2huddgwwa3rdsfak26spzuai,f02665
,,,,,StorageDealActive,,baga6ea4seaqngpld6xcbkq2mha6qulzyhbxduqa2huddgwwa3rdsfak26spzuai,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqngpld6xcbkq2mha6qulzyhbxduqa2huddgwwa3rdsfak26spzuai,f022308
deplatformr-open-images-409.tar,QmbL32PQLcAXbk2pLgmNMmwdtVbZ1zKhfDQkAwMZuZSW7v,307291aa-5b45-4ad4-90c5-df3b0295b257,JOB_STATUS_EXECUTING,2020-11-19 19:38:16
,,,,,StorageDealActive,,baga6ea4seaqinrwy2qvqrenuc7rykx3ujwyknpnk56pb27pg3nekxwvbq2stoda,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqinrwy2qvqrenuc7rykx3ujwyknpnk56pb27pg3nekxwvbq2stoda,f022308
deplatformr-open-images-200.tar,QmdCYtmzygzRBvoRr3innKg7dpZpkhtxMHfm66xV8zMwkw,375360d3-cf4d-49b3-951c-47be0cf98b09,JOB_STATUS_EXECUTING,2020-11-03 21:28:10
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcm4frply4gxhwtppwrnbcepc6c4i64kdd2fzyygxey7sofywbqka,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcm4frply4gxhwtppwrnbcepc6c4i64kdd2fzyygxey7sofywbqka,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqcm4frply4gxhwtppwrnbcepc6c4i64kdd2fzyygxey7sofywbqka,f022352
deplatformr-open-images-387.tar,QmUaBAL3729t1rniHm8ZFM1X9RzPKmbEJgVJ4xMbu7FuPk,bca704c0-0c22-4f50-9623-db9ee24769ff,JOB_STATUS_EXECUTING,2020-11-19 22:18:29
,,,,,StorageDealActive,,baga6ea4seaqgwie2znnn6l5wwwluk75a5qss4juorkgoru5mdzsjsgqgvuqluna,f022352
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqgwie2znnn6l5wwwluk75a5qss4juorkgoru5mdzsjsgqgvuqluna,f02665
,,,,,StorageDealTransferring,,baga6ea4seaqgwie2znnn6l5wwwluk75a5qss4juorkgoru5mdzsjsgqgvuqluna,f022308
deplatformr-open-images-334.tar,QmSqe4eN2i7yH4ZTHNFZ1d9qcd2vTS8qbdmoJbJfDXnezK,c3d7fd91-36d5-4bca-9ebe-580feea1923e,JOB_STATUS_EXECUTING,2020-11-13 19:27:42
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqpjgp3wwvo6v65wveed34wokwsrftdnngtfcbizzvsmhc3rqgxaei,f022853
,,,,,StorageDealActive,,baga6ea4seaqpjgp3wwvo6v65wveed34wokwsrftdnngtfcbizzvsmhc3rqgxaei,f02665
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqpjgp3wwvo6v65wveed34wokwsrftdnngtfcbizzvsmhc3rqgxaei,f022308
deplatformr-open-images-326.tar,QmYyEkB9ed87ryi2JvACFnRFmEKJyybgz4YjwBUxGckGge,c9f65e94-abc7-43fe-9c6e-ead3d60680a6,JOB_STATUS_EXECUTING,2020-11-13 19:28:16
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqltcbqh7ifcrwbm3qnygqsh4fwcnxa46ixbkdz6smzcfne55mrina,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqltcbqh7ifcrwbm3qnygqsh4fwcnxa46ixbkdz6smzcfne55mrina,f022308
deplatformr-open-images-394.tar,QmRkAh4FQxAfArrJX5G35bLGHUHabJL8YNhofpAtYKmJmf,cdd61131-463a-48d6-b610-da7732d8e117,JOB_STATUS_EXECUTING,2020-11-18 02:51:17
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmluqu7mmgv5mf4dzlivuyyxxo7shr2ci7cbio2m4ir7heulp2qma,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqmluqu7mmgv5mf4dzlivuyyxxo7shr2ci7cbio2m4ir7heulp2qma,f022352
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: protocol not supported",baga6ea4seaqmluqu7mmgv5mf4dzlivuyyxxo7shr2ci7cbio2m4ir7heulp2qma,f02665
deplatformr-open-images-304.tar,QmSfAcJwW1NN4dRv2fP93sott6LSpUaHFnKD752Hr9UYSs,eb8dbd1b-5251-4e81-9eae-4a9772a3206f,JOB_STATUS_EXECUTING,2020-11-13 19:28:22
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqjqxedomuyrjzomwrergjtb3d5zal5vuyd2jdog2jlzaainwpwmhq,f022308
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqjqxedomuyrjzomwrergjtb3d5zal5vuyd2jdog2jlzaainwpwmhq,f02665
,,,,,StorageDealActive,,baga6ea4seaqjqxedomuyrjzomwrergjtb3d5zal5vuyd2jdog2jlzaainwpwmhq,f022352
deplatformr-open-images-357.tar,QmP7at2FJfEXM4VN4td8toKDpiC8Ts4ut7JmE3TwH3nkem,0e9c3104-a093-41eb-9fbd-ac5bf7bfdf66,JOB_STATUS_EXECUTING,2020-11-26 01:37:07
deplatformr-open-images-235.tar,QmWPZnQ3UGCk4qSAkQKdbsQF7hGob83YDNYYmxXi3Zt5Wb,20454611-1bee-46bf-9062-fd1ef7439c35,JOB_STATUS_EXECUTING,2020-11-19 22:18:42
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiti7fd72ii6uzskhydthh2wffag3pe3n7phdoavtqup2fskiguga,f02665
,,,,,StorageDealActive,,baga6ea4seaqiti7fd72ii6uzskhydthh2wffag3pe3n7phdoavtqup2fskiguga,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiti7fd72ii6uzskhydthh2wffag3pe3n7phdoavtqup2fskiguga,f022308
deplatformr-open-images-319.tar,QmZMEArnrBz3zct5fqNkmk95HWffzo2nxZvvW4TYLzYQXt,5efe9d93-0fd3-487f-b561-b09580ecbe09,JOB_STATUS_EXECUTING,2020-11-12 19:27:40
,,,,,StorageDealActive,,baga6ea4seaqobzrppvr6jakvkbdrf26lln7ghf4hjed67wtja6rhw2gsgqqqaoq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqobzrppvr6jakvkbdrf26lln7ghf4hjed67wtja6rhw2gsgqqqaoq,f022308
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqobzrppvr6jakvkbdrf26lln7ghf4hjed67wtja6rhw2gsgqqqaoq,f02665
deplatformr-open-images-130.tar,QmT9a73TeHksnzzETSy2QPdwGSfCYK32ngFTHQvQsZ1ENi,be81cc8a-5387-4099-a5ce-7b9e4464cc0a,JOB_STATUS_EXECUTING,2020-10-28 21:46:15
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlfnydwptzh5g5vwnwypqzcl6nuzkx27xz2x2uv5y553nhprlzqiq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqlfnydwptzh5g5vwnwypqzcl6nuzkx27xz2x2uv5y553nhprlzqiq,f022308
deplatformr-open-images-323.tar,QmPCwCnXTeryoG9fBsxpeiA8JC2A3a3JKqCZNqT6Bqsndo,d91f5e2d-844e-47b7-8d95-82f4b5b11012,JOB_STATUS_EXECUTING,2020-11-13 19:28:05
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 248419): failed to look up deal on chain: failed to load message: blockstore: block not found,baga6ea4seaql4nkglbiiakz47xgc7tc2r2f6jhyhxp7fdhpel4y3f5nltberiei,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaql4nkglbiiakz47xgc7tc2r2f6jhyhxp7fdhpel4y3f5nltberiei,f024015
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 248419): failed to look up deal on chain: failed to load message: blockstore: block not found,baga6ea4seaql4nkglbiiakz47xgc7tc2r2f6jhyhxp7fdhpel4y3f5nltberiei,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaql4nkglbiiakz47xgc7tc2r2f6jhyhxp7fdhpel4y3f5nltberiei,f022853
,,,,,StorageDealClientTransferRestart,,baga6ea4seaql4nkglbiiakz47xgc7tc2r2f6jhyhxp7fdhpel4y3f5nltberiei,f022352
deplatformr-open-images-419.tar,QmP78G4tLgHujzorWFVFauMVkBMEqND7PZJtp4e4wGzjdR,fc3a4112-f492-43af-8b58-f1b3a78b3528,JOB_STATUS_EXECUTING,2020-11-20 04:03:56
,,,,,StorageDealSealing,,baga6ea4seaqoennjx6t7bjmk2zyyvv7yfdybig3i3n53t3nskidxrr4ybfmioaq,f02665
,,,,,StorageDealActive,,baga6ea4seaqoennjx6t7bjmk2zyyvv7yfdybig3i3n53t3nskidxrr4ybfmioaq,f022352
deplatformr-open-images-308.tar,QmVcYV3TS3EbiQJg9FDGDXTPNbh6Ek7syWytMsktzVxZH3,056f762d-b3d8-4a50-b5a5-12120dcce838,JOB_STATUS_EXECUTING,2020-11-13 19:28:19
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f02665
,,,,,StorageDealError,error in deal activation: handling applied event: failed to load message: blockstore: block not found,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f022308
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f022853
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f024015
,,,,,StorageDealError,error in deal activation: failed to set up called handler: called check error (h: 248419): failed to look up deal on chain: failed to load message: blockstore: block not found,baga6ea4seaqov72pb65cipczlugq44ro7pdcl2lrw2hsheddo2g26bf7iwrx6di,f02665
deplatformr-open-images-347.tar,QmQ3M1FMr2z5P4eXSz3eq5spsqaydM4SBkygxh3umiyTRv,0f0a9433-6f5e-4f37-aab0-5852631506e8,JOB_STATUS_EXECUTING,2020-11-13 19:28:22
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnvekn5s44tr7nidju76jfwexms7ssk35m55x7faxwwavwoev5udy,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnvekn5s44tr7nidju76jfwexms7ssk35m55x7faxwwavwoev5udy,f022308
,,,,,StorageDealActive,,baga6ea4seaqnvekn5s44tr7nidju76jfwexms7ssk35m55x7faxwwavwoev5udy,f022352
deplatformr-open-images-288.tar,QmbFQvJB6XMJxsKsDPYEPU8mVb7m6HTj2Au3gExdMQcmVa,3b58d63e-bc4a-42c2-ab63-4adb05cea8c7,JOB_STATUS_EXECUTING,2020-11-10 18:58:43
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffnvl62ygybluknjpn2rjbrhxhuf4x4howftszv3tqh4s5j5k6aa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffnvl62ygybluknjpn2rjbrhxhuf4x4howftszv3tqh4s5j5k6aa,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqffnvl62ygybluknjpn2rjbrhxhuf4x4howftszv3tqh4s5j5k6aa,f02665
deplatformr-open-images-356.tar,QmSAHLDiwy9guXha9JeCrBy9vTH6PLNk9HErFqx8Vmeq4U,10172617-551c-4a0c-b470-fe098afa5a7d,JOB_STATUS_EXECUTING,2020-11-26 01:36:34
deplatformr-open-images-312.tar,QmWjQEZ5cgUDqv31eNUWsFJ2wo4L83ZLWPYRjJr6xuzAyt,cc1aaf1b-925f-43ce-9c47-708e409738f7,JOB_STATUS_EXECUTING,2020-11-26 01:36:54
deplatformr-open-images-222.tar,QmefSRSaEXfSCiNMAp4Hj82766yQrs6PHvoLtd1o5RCvLT,412e7f43-c6c3-4232-847f-ba4e35b6e9a7,JOB_STATUS_EXECUTING,2020-11-19 22:18:43
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqc6lbfckgl2omyrust5ftwuyhdzv3iqadf76a4fshefnl7ur3j6fa,f022308
,,,,,StorageDealActive,,baga6ea4seaqc6lbfckgl2omyrust5ftwuyhdzv3iqadf76a4fshefnl7ur3j6fa,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqc6lbfckgl2omyrust5ftwuyhdzv3iqadf76a4fshefnl7ur3j6fa,f02665
deplatformr-open-images-413.tar,QmaCbGUizWTT2tV7rVcqMQwUqtmjpciKHV3JrbTkQJVou7,7ad13dd5-f681-4e61-bc17-3c440b788c7b,JOB_STATUS_EXECUTING,2020-11-20 04:02:47
,,,,,StorageDealActive,,baga6ea4seaqpy36nnqgrygwicqeqef4s3lf6fq54idt6e7clscnusawzkjcpgfy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqpy36nnqgrygwicqeqef4s3lf6fq54idt6e7clscnusawzkjcpgfy,f022308
deplatformr-open-images-219.tar,QmSkD5roiSnzPKkkvF26oyo5aV3nA17GQgGdSxYL9vudmg,218832dc-e4b8-4ae7-a91d-27b531cf0b4d,JOB_STATUS_EXECUTING,2020-11-04 20:40:34
,,,,,StorageDealError,"sending proposal to storage provider failed: exhausted 5 attempts but failed to open stream, err: failed to dial 12D3KooWAZeR4VBZXcsGSQahuH7GrwytTWJgoUyBPBJzU3cRpimY: all dials failed
  * [/ip6/::1/tcp/15432] dial tcp6 [::1]:15432: connect: cannot assign requested address
  * [/ip6/2604:1380:4111:6b00::2d/tcp/15432] dial tcp6 [2604:1380:4111:6b00::2d]:15432: connect: cannot assign requested address
  * [/ip4/127.0.0.1/tcp/15432] dial tcp4 127.0.0.1:15432: connect: connection refused
  * [/ip4/139.178.82.157/tcp/15432] dial tcp4 139.178.82.157:15432: connect: connection refused",baga6ea4seaqdxg3cswyb4xtsyr5tlcsprk72fckb7ms3wc5ha2v6aegwjppc4oi,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdxg3cswyb4xtsyr5tlcsprk72fckb7ms3wc5ha2v6aegwjppc4oi,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdxg3cswyb4xtsyr5tlcsprk72fckb7ms3wc5ha2v6aegwjppc4oi,f022352
deplatformr-open-images-318.tar,QmUyz3MZXP46k7cpJoQXS9SPsZxWwt8YbE43sd8r4y8orq,cb0637db-5f8b-483a-830d-2743bb3f0b19,JOB_STATUS_EXECUTING,2020-11-12 19:27:39
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f022308
,,,,,StorageDealActive,,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f022352
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f022853
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqd6pokeyjuofxmqg5nwo2fbvecczxbcecdmcqjzsgco77azklwmky,f024015
deplatformr-open-images-211.tar,QmaZcpnYR8t4fyPdFJrGfENKn2HkieoVHcV25UYK41wbfm,d6eedb2b-eecf-4366-b94c-cb46f7fe529d,JOB_STATUS_EXECUTING,2020-11-04 17:14:59
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdvs7wrmifgojmjbhd4katugczgjnio3t7salay7x3tmrqakb3qca,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdvs7wrmifgojmjbhd4katugczgjnio3t7salay7x3tmrqakb3qca,f022308
deplatformr-open-images-350.tar,QmdFfMXGohupbw2s2HRa95LqqQaQArwnZJUuUSLV8rpWEd,eba66046-c4f0-45c1-adcd-a75d1c99a407,JOB_STATUS_EXECUTING,2020-11-13 19:28:16
,,,,,StorageDealActive,,baga6ea4seaqdtjwhx24vik4uuftxmshjkz2jctcpvfsblbbz7k6m4m5tjkowwai,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdtjwhx24vik4uuftxmshjkz2jctcpvfsblbbz7k6m4m5tjkowwai,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdtjwhx24vik4uuftxmshjkz2jctcpvfsblbbz7k6m4m5tjkowwai,f022308
deplatformr-open-images-374.tar,Qma8jCpxWNRB15AmWncVm9Vmd5Q2BKF4ENU5ibaxkeRmbj,20904b1b-8e6c-450b-90aa-ecb456c8715b,JOB_STATUS_EXECUTING,2020-11-15 19:43:18
,,,,,StorageDealActive,,baga6ea4seaqdofvoy2akxgfb4hrcu7fi2g7k62i7wp5vq6klqgdcvi57otylghy,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdofvoy2akxgfb4hrcu7fi2g7k62i7wp5vq6klqgdcvi57otylghy,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqdofvoy2akxgfb4hrcu7fi2g7k62i7wp5vq6klqgdcvi57otylghy,f02665
deplatformr-open-images-310.tar,QmbUSAo9s1yiWFrKB6B6JhYA3gTfGNwCQuLELwygBo445Q,cb6357f8-0cca-43ed-a7e5-8841c9a8247e,JOB_STATUS_EXECUTING,2020-11-13 19:28:28
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqkk5zwl7cp6hcrn2n5jm3pp3vvpfdviawc57galkt2nt75blfcwki,f022308
,,,,,StorageDealActive,,baga6ea4seaqkk5zwl7cp6hcrn2n5jm3pp3vvpfdviawc57galkt2nt75blfcwki,f022352
,,,,,StorageDealCheckForAcceptance,,baga6ea4seaqkk5zwl7cp6hcrn2n5jm3pp3vvpfdviawc57galkt2nt75blfcwki,f02665
deplatformr-open-images-285.tar,QmZGexCAGJcZivWXGCFnZ2TicG7eZkvUa68Wig77NUzdoA,1d27105e-307b-4752-b98e-1a897334a1d0,JOB_STATUS_EXECUTING,2020-11-19 22:18:39
,,,,,StorageDealTransferring,,baga6ea4seaqbcqp7uinbmwils6cxcr2jsmyxdajpovstdwlkhw72wm2etse72by,f022308
,,,,,StorageDealActive,,baga6ea4seaqbcqp7uinbmwils6cxcr2jsmyxdajpovstdwlkhw72wm2etse72by,f022352
deplatformr-open-images-340.tar,QmTXAYt4FDcjsR9cePJJfCNLKhUk2XRjy8aCihvoyzwq9Q,350b4614-89a0-4b0f-baf4-72def77da4ba,JOB_STATUS_EXECUTING,2020-11-19 22:18:46
,,,,,StorageDealActive,,baga6ea4seaqbgqptf5wm55q6ulmf75xtknwavlc7sa4qym62towhtbucodp6umq,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbgqptf5wm55q6ulmf75xtknwavlc7sa4qym62towhtbucodp6umq,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqbgqptf5wm55q6ulmf75xtknwavlc7sa4qym62towhtbucodp6umq,f02665
deplatformr-open-images-345.tar,QmXh57qGQW3B6Kd9aT7Lq36heh4ssbpz47uSRRvkFqQ4oR,5358a368-b6c2-472a-854b-9a5f9568e693,JOB_STATUS_EXECUTING,2020-11-13 19:28:26
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqe6746vjdkncftdmhitwzf26fhko23y6nzfpd7xigwfruwmwl3ida,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqe6746vjdkncftdmhitwzf26fhko23y6nzfpd7xigwfruwmwl3ida,f022308
deplatformr-open-images-330.tar,QmTFNF1n4EgkiTEKnw72CKpUhmxNYsuXSc4RA4DzVCWw14,58971c3d-b6e1-4c26-8224-c48dc5af8a2c,JOB_STATUS_EXECUTING,2020-11-19 22:18:40
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqln7fnyiqsoet5hkiih47xalu54ipatrjbfi3tha3q5tzvsdeayhi,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqln7fnyiqsoet5hkiih47xalu54ipatrjbfi3tha3q5tzvsdeayhi,f02665
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqln7fnyiqsoet5hkiih47xalu54ipatrjbfi3tha3q5tzvsdeayhi,f022308
deplatformr-open-images-392.tar,QmWgfh7wNb1cZR9EGXLEjfucdyq6VSfgPP7jjRhWKjWKAq,8e2ee991-5272-473d-b3b2-148953c0a2da,JOB_STATUS_EXECUTING,2020-11-19 22:18:28
,,,,,StorageDealActive,,baga6ea4seaqfto72gt2s5jbmuwa7mfvla4wcb4d4lp7ihyctmcueapjew4ieaki,f022352
,,,,,StorageDealSealing,,baga6ea4seaqfto72gt2s5jbmuwa7mfvla4wcb4d4lp7ihyctmcueapjew4ieaki,f02665
deplatformr-open-images-386.tar,QmSqoqR2s7crAv3AGDFPpanubWDDHQHvppSZtHgoxL7pB6,9f1dd139-8637-467b-a8fc-e2ab6de640e0,JOB_STATUS_EXECUTING,2020-11-19 22:18:28
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqiexkjxhdyiz2x2ems7sjismv4fghhfqwmd7z4xeyp7gjwxmrqaia,f022308
,,,,,StorageDealActive,,baga6ea4seaqiexkjxhdyiz2x2ems7sjismv4fghhfqwmd7z4xeyp7gjwxmrqaia,f022352
deplatformr-open-images-150.tar,QmWwmsSj3BeE2Pb6G8c3eZQ786yqHprhpWYdx1pEqfCjEN,b42a6b23-bc68-47ff-a32a-eca626ec8289,JOB_STATUS_EXECUTING,2020-11-19 22:18:28
,,,,,StorageDealActive,,baga6ea4seaqnupgnux6dbynqnzvrryugxoqp6prkfifrrff4mruyn76plcstyfi,f022352
,,,,,StorageDealSealing,,baga6ea4seaqnupgnux6dbynqnzvrryugxoqp6prkfifrrff4mruyn76plcstyfi,f02665
deplatformr-open-images-262.tar,QmTLAuY9v32dkqo9bV5eN5n7LsFzb8mxNfrKJy2cZCA1so,dd578dd8-5a26-400f-b6ef-32551c170ef0,JOB_STATUS_EXECUTING,2020-11-21 22:19:10
,,,,,StorageDealError,error reading Response message: EOF,baga6ea4seaqo74vckkjmibpntzwpc4nrry2iyfkhxbzhoo3ux4whvinmsgwg4aq,f02665
,,,,,StorageDealActive,,baga6ea4seaqo74vckkjmibpntzwpc4nrry2iyfkhxbzhoo3ux4whvinmsgwg4aq,f08403
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqo74vckkjmibpntzwpc4nrry2iyfkhxbzhoo3ux4whvinmsgwg4aq,f024015
,,,,,StorageDealActive,,baga6ea4seaqo74vckkjmibpntzwpc4nrry2iyfkhxbzhoo3ux4whvinmsgwg4aq,f022352
,,,,,StorageDealError,error reading Response message: EOF,baga6ea4seaqo74vckkjmibpntzwpc4nrry2iyfkhxbzhoo3ux4whvinmsgwg4aq,f02665
deplatformr-open-images-381.tar,QmZx98GaLVfbLVyR8WSauywfWK9Qf4XWopCsgrpctc4bv9,fbc908c7-5da7-42c1-8e85-b7f437924cd3,JOB_STATUS_EXECUTING,2020-11-17 04:44:17
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqnif5vj2sgadhslsubxnmznsty4koxzbswzw3srm5jugyvo2xsqea,f022308
deplatformr-open-images-404.tar,QmcDGxLRkdZv9awTkspbcRFTjYkPaJEXBoY3wPFvtxZwDR,e104dc85-303e-4912-aedb-8b6f2d4ea81c,JOB_STATUS_EXECUTING,2020-11-26 01:36:59
deplatformr-open-images-395.tar,QmbN7sN7PzbUDT9hTaMfJwwWkppmDfUeTPnYp4vdcSEVWJ,5510b78f-5c57-4455-accf-df3f122e5dc6,JOB_STATUS_EXECUTING,2020-11-18 02:51:36
,,,,,StorageDealActive,,baga6ea4seaqhq25w3qrj44wwdxfcwq4pm7uvkgejsxikg6m77rs2j3sg77f7ena,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhq25w3qrj44wwdxfcwq4pm7uvkgejsxikg6m77rs2j3sg77f7ena,f022308
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqhq25w3qrj44wwdxfcwq4pm7uvkgejsxikg6m77rs2j3sg77f7ena,f02665
deplatformr-open-images-271.tar,QmaWGU4mUrroNSyVqHQbFnWSmB8rjfzoQc6DoDhU3ecbzM,63c652dd-3a86-493d-b0a8-f693b7157d3d,JOB_STATUS_EXECUTING,2020-11-10 04:35:04
,,,,,StorageDealClientTransferRestart,,baga6ea4seaqmax6edq7wm4kz3xf7gyffakbuld3qn24j54vagkzf2zi3uzoxwla,f02665
,,,,,StorageDealError,failed to initiate data transfer: deal data transfer failed: channel removed due to inactivity,baga6ea4seaqmax6edq7wm4kz3xf7gyffakbuld3qn24j54vagkzf2zi3uzoxwla,f022853
deplatformr-open-images-332.tar,QmTszVJfPoqv6TSb8od5FZ5QmWk1FaBuW9aZt2AhD49vgG,73330b32-3c78-42cf-a4e3-a5219c2e0b59,JOB_STATUS_EXECUTING,2020-11-13 19:28:19
,,,,,StorageDealActive,,baga6ea4seaqibzfo7vnw3rhzm2jji43pcefhiwnaswih42mzs6oxsamzejgd6ha,f022352
,,,,,StorageDealStartDataTransfer,,baga6ea4seaqibzfo7vnw3rhzm2jji43pcefhiwnaswih42mzs6oxsamzejgd6ha,f022308
deplatformr-open-images-418.tar,QmQBdyu5ChZWfbcqFqWJzHjv1zfKy5j7Ats2zifCBkJHZ7,7482d8a5-2a19-485b-acd3-e2b4412fe2c0,JOB_STATUS_EXECUTING,2020-11-20 04:03:44
,,,,,StorageDealActive,,baga6ea4seaqky75ju5iniynyizyooxwllu2zzlhxw6wojxoyormtddsj4nm6kky,f022352
