f033501 |            500000000 |            256 |    150651 | 1150651  
f029649 |            100000000 |            256 |    148630 |  235030  
f010507 |         100000000000 |            256 |    153645 | 1204845  
f01799  |         100000000000 |            256 |    143047 | 1194247  
f02415  |         100000000000 |            256 |    148110 | 1199310  
f01287  |         100000000000 |            256 |    157459 |  243859  
f03143  |            500000000 |            256 |    144759 | 1144759  
f024006 |      152177800000000 |      268435456 |    160350 |  246750  
f023843 |                    0 |            256 |    158705 |  245105  
f02529  |                    0 |            256 |    144966 |  231366  
f022373 |            500000000 |            256 |    153269 | 1153269  
f023467 |            500000000 |      134217728 |    153883 |  240283  
f09731  |                 1000 |            256 |    140500 |  226900  
f02422  |            500000000 |            256 |    150299 | 1150299  
f09652  |            500000000 |            256 |    157479 | 1157479  
f010479 |         100000000000 |            256 |    148704 |  235104  
f032835 |            500000000 |            256 |    154537 | 1154537  
f020904 |                 1000 |      134217728 |    156782 |  243182  
f020747 |        1000000000000 |            256 |    160972 |  247372  
f029580 |            500000000 |            256 |    157668 | 1157668  
f016594 |         100000000000 |            256 |    139988 | 1191188  
f023492 |            500000000 |            256 |    160721 | 1160721  
f020605 |         100000000000 |            256 |    146740 |  233140  
f014804 |            500000000 |            256 |    141777 | 1141777  
f03134  |            100000000 |            256 |    159817 | 1211017  
f014302 |            500000000 |            256 |    154393 | 1154393  
f018784 |         100000000000 |            256 |    148110 | 1199310  
f08240  |            500000000 |            256 |    159799 |  246199  
f023980 |      152177800000000 |      268435456 |    160349 |  246749  
f023001 |            100000000 |            256 |    159456 |  245856  
f09964  |            500000000 |            256 |    140037 | 1140037  
f023678 |         100000000000 |            256 |    144978 | 1196178  
f020928 |           1000000000 |            256 |    159453 |  245853  
f024016 |         100000000000 |            256 |    148070 | 1199270  
f09693  |         100000000000 |            256 |    148059 | 1199259  
f03249  |            500000000 |            256 |    155614 | 1155614  
f05315  |         100000000000 |            256 |    148048 | 1199248  
f042391 |            500000000 |            256 |    160272 | 1160272  
f033356 |            500000000 |            256 |    158506 | 1158506  
f023152 |            500000000 |            256 |    159408 | 1159408  
f039515 |            500000000 |            256 |    157252 | 1157252  
f025007 |         100000000000 |            256 |    147728 |  234128  
f019029 |         100000000000 |            256 |    160662 |  247062  
f019437 |            500000000 |            256 |    159618 | 1159618  
f023861 |      152177800000000 |      268435456 |    160349 |  246749  
f023868 |      152177800000000 |      268435456 |    160350 |  246750  
f024146 |      152177800000000 |      268435456 |    160350 |  246750  
f023876 |      152177800000000 |      268435456 |    160349 |  246749  
f02419  |        1000000000000 |            256 |    146493 |  232893  
f02822  |            500000000 |            256 |    146335 | 1146335  
f018501 |          10000000000 |        1048576 |    157876 |  244276  
f023179 |            500000000 |            256 |    153988 | 1153988  
f024084 |      152177800000000 |      268435456 |    160350 |  246750  
f019099 |            500000000 |            256 |    142034 | 1142034  
f023573 |            100000000 |            256 |    159423 | 1210623  
f023928 |      152177800000000 |      268435456 |    160349 |  246749  
f014392 |            500000000 |            256 |    146128 | 1146128  
f02417  |         100000000000 |            256 |    148057 | 1199257  
f02303  |            500000000 |            256 |    151099 | 1151099  
f03482  |            500000000 |            256 |    145149 | 1145149  
f020489 |         100000000000 |            256 |    140298 |  140538  
f010038 |            500000000 |            256 |    139972 | 1139972  
f03328  |                    1 |            256 |    158856 |  245256  
f034047 |              1000000 |            256 |    159521 |  245921  
f02416  |          50000000000 |            256 |    159402 |  245802  
f01240  |           5000000000 |      268435456 |    152060 |  238460  
f021583 |            500000000 |            256 |    159624 | 1159624  
f029368 |            500000000 |            256 |    142374 | 1142374  
f014805 |            500000000 |            256 |    152743 | 1152743  
f08103  |         100000000000 |            256 |    159623 |  246023  
f024013 |      152177800000000 |      268435456 |    160350 |  246750  
f014683 |            500000000 |            256 |    150313 | 1150313  
f023565 |      152177800000000 |      268435456 |    160350 |  246750  
f021532 |            500000000 |            256 |    147873 | 1147873  
f02423  |           1000000000 |            256 |    159259 |  245659
